Nombre,Popularidad,Valoración,Plataforma,Desarrollador,Género,Jugadores,Lanzamiento,Precio
Cult of the Wind,Apreciable,9.4,PC,North of Earth,Acció,Masivo,1 de julio de 2014,0.0
Sal,Apreciable,7.5,PC,Seatrib,Rol,,Por determinar en Españ,0.0
The Mystery of the Mummy,Apreciable,6.4,PC,Robot Entertainment,Aventura,,30 de diciembre de 2002,0.0
Everlight,Apreciable,6.3,PC,Silver Sty,Aventura,,4º trimestre de 2007,0.0
Magic World Onlin,Apreciable,7.4,PC,Ingle Games Ltd.,Rol,,2009,0.0
Arcana Heart 3: Love Max!!!,Apreciable,0.0,PC,Arc System Work,Acció,1-2,29 de septiembre de 2015,0.0
Red Johnson's Chronicles,Apreciable,9.5,PC,Lexis Numériqu,Aventura,1,16 de enero de 2013,0.0
The Stalin Subway,Apreciable,6.6,PC,G5 Softw,Acció,,1º trimestre de 2006,0.0
Battle Fantasia -Revised Edition-,Apreciable,9.0,PC,Arc System Work,Acció,,7 de julio de 2015,0.0
Zeit2,Apreciable,8.0,PC,Brightside Gam,Acció,,14 de enero de 2011,0.0
The Flying Hamster II,Apreciable,8.5,PC,The Game Ateli,Acció,,2015,0.0
EverQuest II: Sentinel's Fat,Apreciable,6.9,PC,Sony Online Entertainment,Rol,,23 de febrero de 2010,0.0
Day On,Apreciable,9.8,PC,Pendulo Studi,Aventura,,Cancelad,0.0
Crystal Saga,Apreciable,0.0,PC,Gunstar Studi,Rol,,Por determinar en Españ,0.0
Project Og,Apreciable,9.1,PC,Kojima Production,Acció,,Por determinar en Españ,0.0
GodsWar Onlin,Apreciable,6.6,PC,IGG,Rol,Masivo,Por determinar en Españ,0.0
Rohan: Blood Feud,Apreciable,9.2,PC,YNK Interactiv,Rol,Masivo,Mayo de 2008,0.0
WonderKing,Apreciable,6.1,PC,SBSi,Rol,Masivo,2010,0.0
Might & Magic X Legacy - DLC,Apreciable,5.8,PC,Limbic Entertainment,Rol,1,27 de marzo de 2014,0.0
Cat Girl Without Salad,Apreciable,0.0,PC,WayForw,Acció,1,3 de junio de 2016,0.0
The Source of Evil,Apreciable,0.0,PC,Su,Acció,1,24 de enero de 2017,0.0
Back Alley Brawl,Apreciable,6.7,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Culpa Innata 2,Apreciable,6.3,PC,Momentum DMT,Aventura,,Por determinar en Españ,0.0
The Detail,Apreciable,8.8,PC,Rival Games Lt,Aventura,1,28 de octubre de 2014,0.0
Ghost of Moscow: Death to Spies,Apreciable,8.2,PC,Haggard Gam,Acció,1,2011,0.0
Cevill,Apreciable,7.8,PC,Realmforge Studi,Aventura,1,2009,0.0
Orczz,Apreciable,8.0,PC,Camel 101,Estrategia,1,17 de noviembre de 2016,0.0
Bullet Run,Apreciable,8.2,PC,Acony,Acció,Masivo,Por determinar en Españ,0.0
Dungeon Souls,Apreciable,8.0,PC,Mike Studi,Acció,,Por determinar en Españ,0.0
Penny Arcade Adventures 2,Apreciable,6.3,PC,Hothead Gam,Rol,,29 de octubre de 2008,0.0
Renegade-X,Apreciable,8.8,PC,Totem Art,Acció,,26 de febrero de 2014,0.0
Jagged Farm: Birth of a H,Apreciable,6.5,PC,Game Factory Interactiv,Estrategia,,Por determinar en Españ,0.0
Mercenary Ops,Apreciable,9.1,PC,Yingpei Gam,Acció,,3º trimestre de 2012,0.0
Starvoid,Apreciable,5.2,PC,Z,Estrategia,1-12,30 de agosto de 2012,0.0
Blade Strangers,Apreciable,8.0,PC,Studio Saizensen,Acció,1-2,Por determinar en Españ,0.0
The Elder Scrolls III: Tribunal,Apreciable,9.3,PC,Bethesda Softwork,Rol,,15 de noviembre de 2002,0.0
Freaky Creatures,Apreciable,5.3,PC,Abandon Interactiv,Estrategia,,Por determinar en Españ,0.0
Royal Quest,Apreciable,7.9,PC,Katauri,Rol,,2012,0.0
Kung Fu Hustl,Apreciable,6.8,PC,Sony,Acció,,3º cuarto de 2007,0.0
Blameless,Apreciable,6.5,PC,Vaclav Hudec,Aventura,1,13 de octubre de 2016,0.0
Onechanbara Z2: Chaos,Apreciable,7.0,PC,Tamsoft,Acció,1,1 de junio de 2016,0.0
Age of Wushu,Apreciable,7.4,PC,Snail Gam,Rol,Masivo,1 de febrero de 2013,0.0
Jade Dynasty,Apreciable,8.6,PC,Perfect W,Rol,,2010,0.0
Just Cause 3 - Bavarium Sea Heist,Apreciable,8.5,PC,Avalanche Studi,Acció,1,18 de agosto de 2016,0.0
Aquatic Tales,Apreciable,5.9,PC,Gameinvest,Otros,,Por determinar en Españ,0.0
Light,Apreciable,7.1,PC,Just a Pix,Otros,,14 de julio de 2014,0.0
Twin Sect,Apreciable,9.1,PC,nS Development,Acció,,Por determinar en España,0.0
Faith and a 45,Apreciable,6.2,PC,ine Gam,Acció,,2009,0.0
Scarygirl,Apreciable,8.8,PC,TikGam,Acció,1-2,1º trimestre de 2012,0.0
w World Order v1.42,Apreciable,6.7,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Jamestown,Apreciable,8.0,PC,Final Form Gam,Acció,1-4,8 de junio de 2011,0.0
Two Brothers,Apreciable,8.2,PC,Ackk Studi,Rol,,2013,0.0
Metal Drift,Apreciable,5.6,PC,Black Jacket,Conducció,12,22 de octubre de 2009,0.0
Power Rangers: Super Legends,Apreciable,6.3,PC,A2M,Acció,,30 de noviembre de 2007,26.95
Sleeping Dogs - Maestro Dragón,Apreciable,9.3,PC,United Front Gam,Acció,1,15 de noviembre de 2012,0.0
HeartZ,Apreciable,7.0,PC,Upper Byt,Acció,1-3,8 de junio de 2016,0.0
Theseis,Apreciable,6.2,PC,Track 7,Aventura,,Por determinar en Españ,0.0
Dreadlin,Apreciable,8.0,PC,Eerie Can,Rol,,Agosto de 2013,0.0
Red Ocean,Apreciable,6.3,PC,Collision Studi,Acció,,7 de septiembre de 2007,0.0
Ibb and O,Apreciable,8.6,PC,Sparpw,Otros,,26 de mayo de 2014,0.0
HordeZ,Apreciable,8.0,PC,Zenz VR,Acció,Cooperativo:,29 de abril de 2016,0.0
Pyroblaz,Apreciable,5.6,PC,Eipix,Conducció,,2009,0.0
Phantasy Star Online: Blue Burst,Apreciable,7.1,PC,Sonic Team,Rol,,29 de julio de 2005,0.0
MicroVolts,Apreciable,8.8,PC,Rock Hipp,Acció,,Por determinar en Españ,0.0
The Ball,Apreciable,6.7,PC,Toltec Studi,Otros,,26 de octubre de 2010,0.0
Back to Gaya,Apreciable,6.6,PC,4HEAD Studi,Acció,,30 de mayo de 2006,0.0
Sudden Attack,Apreciable,5.6,PC,Gamehi,Acció,,17 de septiembre de 2009,0.0
Black Sails,Apreciable,9.5,PC,Astragon,Aventura,,Por determinar en España,0.0
Core Blaz,Apreciable,8.9,PC,Gamania Digit,Rol,Masivo,2011,0.0
Red Faction 2,Apreciable,8.6,PC,Volition,Acció,,6 de junio de 2003,0.0
The Bureau - Hangar 6 R&D,Apreciable,9.5,PC,2K Marin,Acció,1,20 de noviembre de 2013,0.0
Under Night In-Birth EXE: Lat,Apreciable,0.0,PC,French B,Acció,1-2,16 de julio de 2016,0.0
Day One: Garry's Incident,Apreciable,4.5,PC,Wild Games Studi,Acció,1,25 de septiembre de 2013,0.0
Darkout,Apreciable,8.2,PC,Allgraph,Acció,1,4 de diciembre de 2013,0.0
Carnivores: Cityscap,Apreciable,6.8,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Trine 2: Complete Collection,Apreciable,9.6,PC,Frozenbyt,Otros,1-3,21 de febrero de 2013,0.0
CellFactor: Revolution,Apreciable,6.4,PC,Artificial Studi,Acció,,8 de mayo de 2007,0.0
Fi,Apreciable,8.1,PC,ic Entertainment,Otros,1,9 de abril de 2015,0.0
Dragon Soul,Apreciable,7.8,PC,Giant Interactiv,Rol,Masivo,2011,0.0
Urban Rac,Apreciable,5.4,PC,10tacle Studi,Deportes,,Por determinar en Españ,0.0
Toriko: Gourmet Survival,Apreciable,8.9,PC,Gunstar Studi,Acció,,Por determinar en España2011,0.0
Kreed,Apreciable,6.9,PC,Robot Entertainment,Acció,,5 de noviembre de 2003,0.0
Jet Car Stunts,Apreciable,6.8,PC,Grip Gam,Conducció,,1 de mayo de 2014,0.0
Battlefield Hardline: R,Apreciable,9.5,PC,Visceral Gam,Acció,1-64,16 de septiembre de 2015,0.0
Dead Hord,Apreciable,3.0,PC,nS Development,Acció,1-2,27 de julio de 2011,0.0
Blade Kitten,Apreciable,6.3,PC,Krome Studi,Acció,1,22 de septiembre de 2010,0.0
Secret Weapons Over Normandy,Apreciable,6.4,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
PayDay: The Wolf Pack,Apreciable,8.8,PC,Overkill Softw,Acció,1-4,1 de agosto de 2012,0.0
BlazBlue: Chrono Phantasma Extend,Apreciable,9.6,PC,Arc System Work,Acció,,2 de marzo de 2016,0.0
AC: Revelations - Mediterrán,Apreciable,8.3,PC,Ubisoft Mont,Acció,1-8,24 de enero de 2012,0.0
Ascend: Hand of Kul,Apreciable,8.5,PC,Signal Studi,Acció,1-4,2014,0.0
Chernobyl: Terrorist Attack,Apreciable,5.0,PC,Gunstar Studi,Acció,,Por determinar en España,0.0
Dragon Age: Origins - Darkspawn,Apreciable,7.6,PC,BioW,Rol,1,18 de mayo de 2010,0.0
Lineage Eternal: Twilight Resistanc,Apreciable,9.5,PC,NCsoft,Rol,Masivo,Por determinar en Españ,0.0
Dragon Age: Golems of Amgarrak,Apreciable,7.6,PC,BioW,Rol,1,10 de agosto de 2010,0.0
Clan of Champions,Apreciable,7.9,PC,Acqui,Acció,1-6,30 de noviembre de 2012,0.0
A Stroke of Fat,Apreciable,7.2,PC,Ak,Aventura,1,11 de marzo de 2010,0.0
Alicema,Apreciable,7.0,PC,Miwashib,Aventura,1,22 de noviembre de 2016,0.0
Earache Extreme Racing,Apreciable,6.7,PC,ta Design Interactiv,Conducció,,Por determinar en España,0.0
LoveKami: Divinity Stag,Apreciable,7.0,PC,MoeNov,Aventura,1,16 de diciembre de 2016,0.0
King of Clubs,Apreciable,6.5,PC,Oxygen Interactiv,Deportes,,20 de julio de 2007,19.95
Scrap Garden,Apreciable,0.0,PC,Egidijus Bachur y Alexey Davydov,Acció,1,6 de mayo de 2016,0.0
EverQuest II: Rise of Kunark,Apreciable,6.3,PC,Sony,Rol,Masivo,4º trimestre de 2008,0.0
Raindrop,Apreciable,9.1,PC,Raindrop Studi,Acció,1,24 de julio de 2015,0.0
The Legend of Kyrandia: Book 3 - Malcolm's Reveng,Apreciable,9.5,PC,Westwood Studi,Aventura,,18 de noviembre de 1994,0.0
Tangiers,Apreciable,7.6,PC,Andalusian Gam,Acció,1,Por determinar en Españ,0.0
ScourgeBring,Apreciable,9.0,PC,Flying Oak Gam,Acció,1,21 de octubre de 2020,0.0
Planet Explorers,Apreciable,8.9,PC,Pathea Gam,Rol,,Por determinar en Españ,0.0
Graahl: Of Feather and Grit,Apreciable,0.0,PC,Swing Swing Submarin,Estrategia,1-4,Por determinar en Españ,0.0
Warhammer Fantasy Battles (nombre provisional),Apreciable,0.0,PC,Eko Softw,Acció,,Por determinar en Españ,0.0
verwinter Nights: Hordes of the Underdark,Apreciable,8.7,PC,BioW,Rol,,26 de marzo de 2004,0.0
Hyposph,Apreciable,4.0,PC,Atum Softw,Otros,1,5 de mayo de 2016,0.0
The Amazing Eternals,Apreciable,9.2,PC,igital Extrem,Acció,,Por determinar en Españ,0.0
DokeV,Apreciable,7.8,PC,Pearl Aby,Rol,Multijugador,Por determinar en Españ,0.0
Waddle H,Apreciable,6.0,PC,Archiact,Otros,1,7 de julio de 2016,0.0
Morphies Law,Apreciable,0.0,PC,Cosmoscop,Acció,1-8,Por determinar en España,0.0
Runeyana: City of Alteos,Apreciable,7.0,PC,Blackturn,Rol,1,Por determinar en Españ,0.0
Secrets of Rætikon,Apreciable,9.3,PC,Broken Ru,Acció,1,2014,0.0
Luna,Apreciable,0.0,PC,Funomena Gam,Aventura,1,17 de octubre de 2017,0.0
Crusader Kings III,Apreciable,8.0,PC,Paradox Interactiv,Estrategia,1,1 de septiembre de 2020,49.99
n Ch,Apreciable,8.0,PC,10ton,Acció,1,28 de abril de 2016,0.0
Paper Beast,Apreciable,6.0,PC,Pixel Reef,Otros,1,24 de julio de 2020,0.0
Black Death,Apreciable,8.6,PC,_001,Acció,,Por determinar en Españ,0.0
Splot,Apreciable,9.7,PC,Frozenbyt,Otros,,Por determinar en Españ,0.0
SnipZ,Apreciable,8.5,PC,Nicolas Bern,Acció,1,Por determinar en Españ,0.0
Megabyte Punch,Apreciable,8.9,PC,Team Repti,Acció,1-4,6 de agosto de 2013,0.0
From Shadows,Apreciable,0.0,PC,Revolt and Reb,Acció,1-2,28 de febrero de 2017,0.0
Upside-Down Dimensions,Apreciable,0.0,PC,Hydra Interactiv,Acció,,Por determinar en Españ,0.0
Darkened Sky,Apreciable,6.8,PC,Robot Entertainment,Acció,,Por determinar en España,0.0
Grey Phobia,Apreciable,8.0,PC,Blackturn,Acció,,Por determinar en España,0.0
The Book of Unwritten Tales 2,Apreciable,9.6,PC,King Art Gam,Aventura,1,Por determinar en España,0.0
Wave of Darkness,Apreciable,9.0,PC,matrix,Rol,1,Por determinar en Españ,0.0
Lost Sea,Apreciable,6.2,PC,Eastasiasoft,Acció,1,5 de julio de 2016,0.0
Fragmented,Apreciable,8.7,PC,AB-TECH,Acció,Competitivo:,Por determinar en Españ,0.0
Gunscap,Apreciable,7.7,PC,Blowfish Studi,Acció,1-4,2 de marzo de 2016,0.0
Double Cross,Apreciable,0.0,PC,13AM Gam,Acció,1,10 de enero de 2019,0.0
Gateways,Apreciable,8.5,PC,Smudged Cat Gam,Acció,,Por determinar en Españ,0.0
0x10c,Apreciable,8.8,PC,Mojang,Acció,,Cancelad,0.0
Kova,Apreciable,0.0,PC,Black Hive Medi,Acció,1,4º trimestre de 2017,0.0
Two Worlds 3,Apreciable,9.5,PC,Reality Pump,Rol,,Por determinar en Españ,0.0
In Fear I Trust,Apreciable,6.3,PC,Black Wing Foundation,Aventura,1,22 de septiembre de 2016,0.0
Dogolrax,Apreciable,0.0,PC,Team Shuriken,Aventura,1,24 de febrero de 2017,0.0
Tank,Apreciable,0.0,PC,Mighty Toast,Otros,1-4,6 de junio de 2016,0.0
Diesel Guns,Apreciable,7.5,PC,Intenzibne LLC,Conducció,Competitivo:,22 de septiembre de 2016Juego con acceso anticipad,0.0
Blade & Bones,Apreciable,4.4,PC,Coffee Addict Studi,Acció,1,22 de noviembre de 2016,0.0
Stephen's Sausage Roll,Apreciable,8.0,PC,increpare gam,Otros,1,18 de abril de 2016,0.0
Knee Deep,Apreciable,0.0,PC,Prologue Gam,Aventura,1,6 de julio de 2015,0.0
Pathologic Classic HD,Apreciable,7.3,PC,Ice-Pick Lodg,Aventura,1,29 de octubre de 2015,0.0
Keep Talking and Nobody Explodes,Apreciable,6.4,PC,Steel Crate Gam,Otros,1-2,8 de octubre de 2015,0.0
Sylvio 2,Apreciable,0.0,PC,Apostroph,Acció,1,11 de octubre de 2017,0.0
The King's Bird,Apreciable,7.0,PC,Serenity Forg,Acció,1,23 de agosto de 2018,0.0
Phoning H,Apreciable,9.3,PC,ION LANDS,Acció,1,7 de febrero de 2017,0.0
Anthem of Roses,Apreciable,0.0,PC,4Pillows Interactiv,Acció,1,1º trimestre de 2018,0.0
Titan,Apreciable,8.7,PC,Blizz,Rol,Masivo,Cancelad,0.0
CrossFi,Apreciable,5.2,PC,Starbreez,Acció,,2019,0.0
"""Nombre:I",Apreciable,4.5,PC,Kenny Roy,Acció,,21 de febrero de 2018,0.0
Small Radios Big Televisions,Apreciable,5.5,PC,Fire Face Corporation,Aventura,1,8 de noviembre de 2016,0.0
Shadow Puppet,Apreciable,0.0,PC,Sarepta Studi,Acció,"""Jugadores:1-2",29 de septiembre de 2014,0.0
Shattered Horizon,Apreciable,7.1,PC,Futuremark,Acció,,4 de noviembre de 2009,0.0
Warmong,Apreciable,6.7,PC,NetDevi,Acció,,2007,0.0
Lemony Snicket's A Series of Unfortunate Events,Apreciable,6.8,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Hyper Ja,Apreciable,9.3,PC,Bit Dragon,Acció,1-4,12 de febrero de 2019,0.0
Space Scaven,Apreciable,7.0,PC,Moon Pub Gam,Otros,1,8 de abril de 2016,0.0
"""Nombre:El buen",Apreciable,6.8,PC,Bits Studi,Acció,,Por determinar en Españ,0.0
Battle of the Immortals,Apreciable,8.8,PC,Perfect W,Rol,,16 de abril de 2010,0.0
Grav,Apreciable,8.4,PC,Broken Window,Acció,1,2015,0.0
phil's Fall,Apreciable,4.5,PC,Exordium Gam,Acció,1,Por determinar en Españ,0.0
Clicker Guild,Apreciable,0.0,PC,Fox Dawn,Rol,1,16 de diciembre de 2016,0.0
Star Vikings,Apreciable,8.0,PC,Rogue Snai,Otros,1,6 de octubre de 2016,0.0
The Chant,Apreciable,8.0,PC,Bross Token,Acció,1,3 de noviembre de 2022,0.0
Heavy Bullets,Apreciable,9.0,PC,Terri Vellmann & Doseon,Acció,1,18 de septiembre de 2014,0.0
Dark Thron,Apreciable,7.0,PC,Marcin Mikołajczyk,Acció,1,20 de febrero de 2017,0.0
World of On,Apreciable,0.0,PC,Grimwood Team,Acció,1,8 de junio de 2017,0.0
Dead Secret,Apreciable,6.5,PC,Robot Inv,Aventura,,30 de enero de 2016,0.0
Perry Rhodan,Apreciable,5.4,PC,Brain Gam,Aventura,,2008,0.0
Dome City,Apreciable,8.0,PC,Overon Station,Acció,,2017,0.0
Mirage: Arcane Warfa,Apreciable,6.0,PC,Torn Banner Studi,Acció,1-6,23 de mayo de 2017,0.0
Blue Sheep,Apreciable,1.0,PC,Noetic Gam,Acció,1,31 de marzo de 2016,0.0
Ship of Fools,Apreciable,0.0,PC,Fika Production,Rol,1-2,Por determinar en España,0.0
SEUM: Speedrunners from Hell,Apreciable,5.5,PC,Pine Studi,Acció,1,28 de julio de 2016,0.0
Is Defens,Apreciable,8.2,PC,tructive Creation,Acció,1,3º trimestre de 2016,0.0
Amju Super Golf 1.0,Apreciable,6.5,PC,Robot Entertainment,Deportes,,Por determinar en Españ,0.0
Oh...Sir! The Hollywood Roast,Apreciable,0.0,PC,Vile Monarch,Estrategia,1-2,31 de mayo de 2017,0.0
Max Payne 3: Justicia Local,Apreciable,5.7,PC,RockStar Gam,Acció,2-16,9 de agosto de 2012,0.0
The Grandfath,Apreciable,7.0,PC,MPR ART Hallucinations y David Szymanski,Otros,1,3 de mayo de 2016,0.0
Steel Saviou,Apreciable,6.6,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Inazuma Eleven Onlin,Apreciable,8.6,PC,Level 5,Rol,,Por determinar en Españ,0.0
EPΘCH,Apreciable,0.0,PC,Nick Everlith,Acció,Cooperativo:,18 de mayo de 2016,0.0
Octav,Apreciable,7.5,PC,Anate Studi,Aventura,1,18 de octubre de 2016,0.0
Warstone TD,Apreciable,0.0,PC,Battlecruiser Gam,Estrategia,Competitivo:,Febrero de 2017,0.0
On Rusty Trails,Apreciable,0.0,PC,Black Pant,Acció,1,13 de junio de 2016,0.0
Inferno Cli,Apreciable,8.0,PC,Arc System Work,Rol,1,8 de septiembre de 2016,0.0
Seraph,Apreciable,9.0,PC,bit,Acció,1,20 de septiembre de 2016,0.0
Offworld Trading Company,Apreciable,8.9,PC,Mohawk Gam,Estrategia,1,27 de febrero de 2020,0.0
Songbring,Apreciable,0.0,PC,Wizard Fu Gam,Rol,1-2,1 de septiembre de 2017,0.0
WinThatWar!,Apreciable,3.3,PC,Insane Unity,Estrategia,Multijugador,Por determinar en Españ,0.0
Contra Anniversary Collection,Apreciable,0.0,PC,Konami,Acció,,11 de junio de 2019,0.0
Memories of a Fisherman,Apreciable,8.2,PC,Gunstar Studi,Acció,1,Por determinar en Españ,0.0
Ys I Ii Chronicles Plus,Apreciable,9.7,PC,Falcom,Rol,1,14 de febrero de 2013,0.0
Maz,Apreciable,2.0,PC,ChairKilling,Rol,1,3 de marzo de 2017,0.0
ptune: Arena FPS,Apreciable,6.0,PC,Francesco Pellac,Acció,Competitivo:,19 de diciembre de 2016,0.0
The Whisperer in Darkness,Apreciable,5.0,PC,Nathaniel Nelson,Aventura,1,18 de octubre de 2016,0.0
A House of many Doors,Apreciable,0.0,PC,Pixel Trickery,Estrategia,1,3 de febrero de 2017,0.0
BattleTi,Apreciable,0.0,PC,Foggybu,Estrategia,1,30 de septiembre de 2016,0.0
APB,Apreciable,7.1,PC,Real Time W,Acció,Masivo,1 de julio de 2010,26.95
MirrorMoon,Apreciable,7.2,PC,Santa Ragion,Otros,1,Por determinar en Españ,0.0
Jack and the Beanstalk,Apreciable,9.8,PC,Spicy H,Acció,,Por determinar en Españ,0.0
Crossing the Lin,Apreciable,9.3,PC,Zomboko Entertainment,Acció,,Por determinar en Españ,0.0
Out of A,Apreciable,0.0,PC,RocketWerkz,Acció,1-4,15 de septiembre de 2016,0.0
Versus Ga,Apreciable,9.0,PC,iezelPow,Acció,1-4,26 de octubre de 2016,0.0
Albedo: Eyes from Outer Spac,Apreciable,8.3,PC,Z4G0 and Ivan Venturi Production,Acció,,10 de abril de 2015,0.0
DYING: 1983,Apreciable,0.0,PC,NEKCOM,Otros,1,2021,0.0
EverQuest II,Apreciable,6.7,PC,Sony,Rol,,25 de noviembre de 2004,0.0
Bears Can't Drift!?,Apreciable,0.0,PC,Arran Langm,Conducció,1-4,8 de agosto de 2016,0.0
Charlie Murd,Apreciable,4.5,PC,Ska Studi,Acció,1-4,12 de mayo de 2017,0.0
The Shadow of Aten,Apreciable,6.0,PC,Silicon Garage Art,Acció,,2º cuarto de 2008,0.0
Space Run Galaxy,Apreciable,6.5,PC,Passtech Gam,Estrategia,1,17 de junio de 2016,0.0
Techpocalyps,Apreciable,9.0,PC,Anomaly Lab,Estrategia,,Por determinar en Españ,0.0
Geneshift,Apreciable,6.3,PC,Nik Nak Studi,Acció,1,23 de mayo de 2017,0.0
LocoCycl,Apreciable,5.9,PC,Twisted Pix,Conducció,1,14 de febrero de 2014,0.0
Loot Rascals,Apreciable,4.0,PC,Hollow Pon,Acció,1,7 de marzo de 2017,0.0
The Adventures of Shuggy,Apreciable,6.5,PC,Smudged Cat Gam,Acció,1-2,13 de junio de 2012,0.0
Eden,Apreciable,6.8,PC,Robot Entertainment,Acció,,2010,0.0
Voltag,Apreciable,6.2,PC,Lexicon,Conducció,,2º cuarto de 2008,0.0
Q.U.B.E. Director's Cut,Apreciable,0.0,PC,Toxic Gam,Acció,1,21 de mayo de 2014,0.0
GoGoRac,Apreciable,5.4,PC,K2 Network,Conducció,,Por determinar en Españ,0.0
Kaidan,Apreciable,0.0,PC,Metanoia Gam,Acció,Multij,Por determinar en Españ,0.0
Davyria: Heroes of Eternity,Apreciable,5.0,PC,Sebastian G,Rol,1,10 de marzo de 2017,0.0
Lastfight,Apreciable,5.0,PC,Piranaking,Acció,1-4,19 de mayo de 2016,0.0
All-Star Fruit Racing,Apreciable,0.0,PC,3DClou,Conducció,1-8,4 de septiembre de 2017Juego con acceso anticipad,0.0
Saucer-Lik,Apreciable,8.8,PC,Fosfatina Edicion,Aventura,1,5 de abril de 2017,0.0
Shift Quantu,Apreciable,8.0,PC,Fishing Cactu,Otros,1,30 de mayo de 2018,0.0
Deep Ones,Apreciable,0.0,PC,BURP! Gam,Acció,1,2 de septiembre de 2017,0.0
Dawn of the Devs,Apreciable,9.0,PC,Underdog Studi,Acció,,2018,0.0
Rescue Lucy,Apreciable,8.0,PC,Starodymov,Aventura,1,3 de junio de 2016,0.0
Empyrean Rul,Apreciable,6.5,PC,Innofame Ltd.,Estrategia,,Por determinar en Españ,0.0
Mastema: Out of Hell,Apreciable,0.0,PC,Oscar Celestini,Acció,1,3 de marzo de 2017,0.0
Dollar Dash,Apreciable,5.7,PC,Candygun Gam,Acción,1-4,20 de marzo de 2013,0.0
Dreamscap,Apreciable,0.0,PC,Afterburner Studi,Rol,1,1º trimestre de 2020,0.0
The Melody of Grisaia,Apreciable,0.0,PC,Frontwing,Aventura,1,16 de diciembre de 2016,0.0
Xenoraid,Apreciable,8.0,PC,10ton,Acció,1-2,30 de septiembre de 2016,0.0
Solaria Moon,Apreciable,6.0,PC,3y3net,Aventura,1,3º trimestre de 2016,0.0
Project Amy,Apreciable,0.0,PC,Stage Clear Studi,Aventura,1,2018,0.0
Ray's the Dead,Apreciable,8.4,PC,Wideload Gam,Otros,1,Por determinar en Españ,0.0
Star Story: The Horizon Escap,Apreciable,8.0,PC,EvilCoGam,Rol,1,2017,0.0
Vandals,Apreciable,6.0,PC,ARTE,Acció,1,12 de abril de 2018,0.0
Metal Tales: Fury of the Guitar Gods,Apreciable,8.4,PC,Nuberu Gam,Rol,Cooperativo:,18 de noviembre de 2016,0.0
DmC - La Caída de Vergil,Apreciable,4.1,PC,Ninja Theory,Acció,1,6 de marzo de 2013,0.0
88 Heroes,Apreciable,8.0,PC,Bitmap Bureau,Acció,1,24 de marzo de 2017,0.0
Corrosion: Cold Winter Waiting,Apreciable,9.6,PC,Viperant,Acció,1,Por determinar en Españ,0.0
Hex Heroes,Apreciable,0.0,PC,Prismatic Gam,Estrategia,1-5,2015,0.0
Project Remediu,Apreciable,6.7,PC,Atomic Jelly,Acció,1,2016,0.0
Sniper Elite 5,Apreciable,7.2,PC,Rebellion,Acció,1-16,26 de mayo de 2022,0.0
U55 - End of the Lin,Apreciable,9.4,PC,Effective Evolution,Acció,1,Por determinar en Españ,0.0
Gemini: Heroes Reborn,Apreciable,9.0,PC,Phosphor Games Studi,Acció,,19 de enero de 2016,0.0
Strike Force Red Cell,Apreciable,6.0,PC,Vision Studi,Acció,,2007,0.0
The Human Gallery,Apreciable,5.4,PC,Jesse Makkonen,Acció,1,Por determinar en Españ,0.0
Pilla,Apreciable,4.0,PC,MichaelArt,Otros,,Por determinar en Españ,0.0
Blockst,Apreciable,7.5,PC,GhostShark,Acció,,21 de mayo de 2015,0.0
Human Resources,Apreciable,9.6,PC,Uber Entertainment,Estrategia,,Cancelad,0.0
Outreach,Apreciable,9.3,PC,Pixel Spi,Acció,1,2017,0.0
Duke Nukem 2,Apreciable,8.5,PC,3D Realm,Acció,,3 de diciembre de 1993,0.0
Shadowgrounds Surviv,Apreciable,6.0,PC,Frozenbyt,Acció,1-4,1 de febrero de 2008,0.0
Permutation Rac,Apreciable,8.0,PC,Big Robot,Conducció,,Por determinar en Españ,0.0
Mortid,Apreciable,7.0,PC,Corner Studi,Acció,1,Por determinar en Españ,0.0
Spirits of Xanadu,Apreciable,4.6,PC,"""Desarrollador:Allen Trivette ",Otros,1,26 de marzo de 2015,0.0
The Fall Part 2: Unbound,Apreciable,9.0,PC,Over The Moon,Acció,1,13 de febrero de 2018,0.0
inja Gold,Apreciable,6.7,PC,Robot Entertainment,Acción,,Por determinar en Españ,0.0
Barca B.C,Apreciable,7.5,PC,Tigon Studi,Rol,,Por determinar en Españ,0.0
Cooking Simulat,Apreciable,6.4,PC,Big Cheese Studi,Simulación,1,6 de junio de 2019,0.0
Sabl,Apreciable,8.0,PC,Shedwork,Acció,1,23 de septiembre de 2021,0.0
Roa,Apreciable,9.5,PC,Gas Powered Gam,Acció,1-4,Por determinar en Españ,0.0
Pioneers,Apreciable,3.8,PC,Lightbulb Gam,Conducció,,Por determinar en Españ,0.0
EVE Online: Tyrannis,Apreciable,9.3,PC,CCP,Rol,,21 de abril de 2010,0.0
Hearthstone: La Liga de Expedicionarios,Apreciable,7.2,PC,Blizz,Estrategia,1-2,13 de noviembre de 2015,0.0
The Elder Scrolls II: Daggerfall,Apreciable,8.8,PC,Bethesda Softwork,Rol,,8 de noviembre de 1996,0.0
