;Nombre;Popularidad;Valoración;Plataforma;Desarrollador;Género;Jugadores;Lanzamiento;Precio
1207;Journey to the Center of the Earth;Apreciable;6.9;PC;Robot Entertainment;Aventura;;Por determinar en Españ;0.0
1208;Dark Horizons: L;Apreciable;6.9;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1209;Albatross;Apreciable;0.0;PC;GameDevJeremy;Aventura;1;16 de febrero de 2017;0.0
1210;Alpha Polaris;Apreciable;6.9;PC;Robot Entertainment;Acción;;2011;0.0
1211;Supreme League of Patriots;Apreciable;7.7;PC;No Bull Intention;Aventura;;29 de enero de 2015;0.0
1212;Fire: Ungh's Quest;Apreciable;0.0;PC;ic Entertainment;Otros;;9 de abril de 2015;0.0
1213;"""Nombre:U-110";Apreciable;7.0;PC;Happy Transport Gam;Otros;1;5 de mayo de 2016;0.0
1214;Reagan Gorbachev;Apreciable;0.0;PC;Team2Bit;Acción;Cooperativo;24 de febrero de 2016;0.0
1215;Con A;Apreciable;0.0;PC;Team Taju;Aventura;1;25 de julio de 2016;0.0
1216;JumpJet Rex;Apreciable;9.0;PC;TreeFortress Gam;Acción;1;21 de abril de 2015;0.0
1217;The Interactive Adventures of Dog Mendonça & Pizza Boy;Apreciable;7.8;PC;OKAM Studi;Aventura;1;4 de marzo de 2016;0.0
1218;Face Noi;Apreciable;7.9;PC;Mad Orang;Aventura;1;18 de julio de 2013;0.0
1219;Shutter Island;Apreciable;6.7;PC;Robot Entertainment;Aventura;;12 de marzo de 2010;0.0
1220;Bloody Walls;Apreciable;8.0;PC;L. Stotch;Acción;1;28 de septiembre de 2016;0.0
1221;Paranoia: Happiness is Mandatory;Apreciable;8.0;PC;Black Shamrock;Rol;1;2019;0.0
1222;Lynn and the Spirits of Ina;Apreciable;8.0;PC;Bloomylight Studi;Acción;;Cancelad;0.0
1223;Graveball;Apreciable;6.2;PC;Goin' Yumbo Gam;Deportes;Cooperativo;31 de julio de 2018;0.0
1224;Sudoku Ball Detectiv;Apreciable;5.7;PC;Whiteb;Otros;;2º cuarto de 2009;0.0
1225;BEEP;Apreciable;7.2;PC;Big Fat Alien;Acción;1;6 de mayo de 2011;0.0
1226;Kinacoustic;Apreciable;0.0;PC;Maithonis Studi;Otros;1;4 de mayo de 2016;0.0
1227;Spect;Apreciable;6.7;PC;Vaguely Spectacu;Acción;;Por determinar en Españ;0.0
1228;Jewel Quest III;Apreciable;6.1;PC;Robot Entertainment;Otros;;6 de diciembre de 2008;0.0
1229;Agarest: Generations of Wa;Apreciable;8.5;PC;Compile Heart;Rol;1;3 de octubre de 2013;0.0
1230;Van Helsing - Arcane Mechanic;Apreciable;8.2;PC;Neoc;Rol;Multijugador;15 de octubre de 2013;0.0
1231;Pandora Saga;Apreciable;9.2;PC;Rosso Index;Rol;;2011;0.0
1232;Two Worlds II: Call of the Tenebra;Apreciable;0.0;PC;Reality Pump;Rol;1;15 de junio de 2017;0.0
1233;Unearthed: Trail of Ibn Battuta;Apreciable;5.6;PC;Semaph;Acción;;Por determinar en Españ;0.0
1234;Iris Onlin;Apreciable;0.0;PC;Eya Interactiv;Rol;Masivo;19 de noviembre de 2010;0.0
1235;The Perils of Man;Apreciable;6.2;PC;IF Gam;Aventura;1;28 de abril de 2015;0.0
1236;Broken Bots;Apreciable;0.0;PC;Bunnycopt;Acción;Masivo;7 de junio de 2016;0.0
1237;KickBeat;Apreciable;6.9;PC;Zen Studi;Otros;Cooperativo;20 de enero de 2014;0.0
1238;The Next Penelop;Apreciable;7.5;PC;Aurelien Reg;Conducción;1;1 de junio de 2015;0.0
1239;Mages of Mystralia;Apreciable;9.5;PC;Borealys Gam;Acción;1;18 de mayo de 2017;0.0
1240;Ki;Apreciable;0.0;PC;The Secret Games Company;Acción;1;24 de octubre de 2016;0.0
1241;Monsters & Monocles;Apreciable;9.0;PC;Desarrollador:Retro Dream;Acción;;Por determinar en Españ;0.0
1242;Ecoton;Apreciable;8.0;PC;Sundae Factory;Otros;1;6 de mayo de 2016;0.0
1243;Eden Sta;Apreciable;9.6;PC;Flix interactiv;Acción;;Por determinar en Españ;0.0
1244;Happy Wars;Apreciable;8.5;PC;Toylogic Inc.;Acción;;28 de mayo de 2014;0.0
1245;"""Nombre:Si";Apreciable;8.2;PC;Big Robot;Acción;1;19 de agosto de 2013;0.0
1246;Loong: The Power of the Dragon;Apreciable;7.2;PC;Robot Entertainment;Rol;Masivo;19 de enero de 2011;0.0
1247;Steel Storm: Burning Retribution;Apreciable;8.6;PC;Kot in Action Creative Art;Acción;;11 de mayo de 2011;0.0
1248;Hunt The THING;Apreciable;7.3;PC;NEVERDIE;Acción;;2011;0.0
1249;3D Ground Z;Apreciable;6.1;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1250;ancy Drew: The Phantom of Venic;Apreciable;7.1;PC;Robot Entertainment;Aventura;;Por determinar en Españ;0.0
1251;Jade Rousseau;Apreciable;5.9;PC;Masque Publishing;Aventura;;Por determinar en Españ;0.0
1252;Eden's Quest;Apreciable;4.9;PC;Robot Entertainment;Otros;;12 de marzo de 2010;0.0
1253;Blood Magic;Apreciable;6.5;PC;HD Interactiv;Rol;;4º trimestre de 2006;0.0
1254;The Silver Lining: Episode 1;Apreciable;6.8;PC;Phoenix Online Studi;Aventura;;10 de julio de 2010;0.0
1255;Graveyard Shift;Apreciable;5.0;PC;Desarrollador:Galavalomka Gam;Acción;1;20 de octubre de 2016;0.0
1256;Adam's Venture III: Revelations;Apreciable;8.8;PC;Vertigo Gam;Aventura;1;30 de marzo de 2012;0.0
1257;Aion: Assault on Balaurea;Apreciable;8.6;PC;NCsoft;Rol;;7 de septiembre de 2010;0.0
1258;Ys: The Ark of Napishti;Apreciable;9.6;PC;Falcom;Rol;;Por determinar en España;0.0
1259;Sublevel Z;Apreciable;4.5;PC;Sigtrap Gam;Acción;;8 de octubre de 2015;0.0
1260;Esteria Mythos;Apreciable;6.5;PC;In-Hou;Rol;;12 de noviembre de 2009;0.0
1261;Puzzle Chronicles;Apreciable;5.5;PC;Infinite Interactiv;Otros;1;2010;0.0
1262;Legend of Edda;Apreciable;9.6;PC;Gunstar Studi;Rol;;11 de agosto de 2011;0.0
1263;Tales of Fantasy;Apreciable;6.0;PC;IGG;Rol;;Por determinar en Españ;0.0
1264;Bumble Tales;Apreciable;5.8;PC;Robot Entertainment;Otros;;9 de septiembre de 2009;0.0
1265;Cult of the Wind;Apreciable;9.4;PC;North of Earth;Acción;Masivo;1 de julio de 2014;0.0
1266;Sal;Apreciable;7.5;PC;Seatrib;Rol;;Por determinar en Españ;0.0
1267;The Mystery of the Mummy;Apreciable;6.4;PC;Robot Entertainment;Aventura;;30 de diciembre de 2002;0.0
1268;Everlight;Apreciable;6.3;PC;Silver Sty;Aventura;;4º trimestre de 2007;0.0
1269;Magic World Onlin;Apreciable;7.4;PC;Ingle Games Ltd.;Rol;;2009;0.0
1270;Arcana Heart 3: Love Max!!!;Apreciable;0.0;PC;Arc System Work;Acción;Cooperativo;29 de septiembre de 2015;0.0
1271;Red Johnson's Chronicles;Apreciable;9.5;PC;Lexis Numériqu;Aventura;1;16 de enero de 2013;0.0
1272;The Stalin Subway;Apreciable;6.6;PC;G5 Softw;Acción;;1º trimestre de 2006;0.0
1273;Battle Fantasia -Revised Edition-;Apreciable;9.0;PC;Arc System Work;Acción;;7 de julio de 2015;0.0
1274;Zeit2;Apreciable;8.0;PC;Brightside Gam;Acción;;14 de enero de 2011;0.0
1275;The Flying Hamster II;Apreciable;8.5;PC;The Game Ateli;Acción;;2015;0.0
1276;EverQuest II: Sentinel's Fat;Apreciable;6.9;PC;Sony Online Entertainment;Rol;;23 de febrero de 2010;0.0
1277;Day On;Apreciable;9.8;PC;Pendulo Studi;Aventura;;Cancelad;0.0
1278;Crystal Saga;Apreciable;0.0;PC;Gunstar Studi;Rol;;Por determinar en Españ;0.0
1279;Project Og;Apreciable;9.1;PC;Kojima Production;Acción;;Por determinar en Españ;0.0
1280;GodsWar Onlin;Apreciable;6.6;PC;IGG;Rol;Masivo;Por determinar en Españ;0.0
1281;Rohan: Blood Feud;Apreciable;9.2;PC;YNK Interactiv;Rol;Masivo;Mayo de 2008;0.0
1282;WonderKing;Apreciable;6.1;PC;SBSi;Rol;Masivo;2010;0.0
1283;Might & Magic X Legacy - DLC;Apreciable;5.8;PC;Limbic Entertainment;Rol;1;27 de marzo de 2014;0.0
1284;Cat Girl Without Salad;Apreciable;0.0;PC;WayForw;Acción;1;3 de junio de 2016;0.0
1285;The Source of Evil;Apreciable;0.0;PC;Su;Acción;1;24 de enero de 2017;0.0
1286;Back Alley Brawl;Apreciable;6.7;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1287;Culpa Innata 2;Apreciable;6.3;PC;Momentum DMT;Aventura;;Por determinar en Españ;0.0
1288;The Detail;Apreciable;8.8;PC;Rival Games Lt;Aventura;1;28 de octubre de 2014;0.0
1289;Ghost of Moscow: Death to Spies;Apreciable;8.2;PC;Haggard Gam;Acción;1;2011;0.0
1290;Cevill;Apreciable;7.8;PC;Realmforge Studi;Aventura;1;2009;0.0
1291;Orczz;Apreciable;8.0;PC;Camel 101;Estrategia;1;17 de noviembre de 2016;0.0
1292;Bullet Run;Apreciable;8.2;PC;Acony;Acción;Masivo;Por determinar en Españ;0.0
1293;Dungeon Souls;Apreciable;8.0;PC;Mike Studi;Acción;;Por determinar en Españ;0.0
1294;Penny Arcade Adventures 2;Apreciable;6.3;PC;Hothead Gam;Rol;;29 de octubre de 2008;0.0
1295;Renegade-X;Apreciable;8.8;PC;Totem Art;Acción;;26 de febrero de 2014;0.0
1296;Jagged Farm: Birth of a H;Apreciable;6.5;PC;Game Factory Interactiv;Estrategia;;Por determinar en Españ;0.0
1297;Mercenary Ops;Apreciable;9.1;PC;Yingpei Gam;Acción;;3º trimestre de 2012;0.0
1298;Starvoid;Apreciable;5.2;PC;Z;Estrategia;Masivo;30 de agosto de 2012;0.0
1299;Blade Strangers;Apreciable;8.0;PC;Studio Saizensen;Acción;Cooperativo;Por determinar en Españ;0.0
1300;The Elder Scrolls III: Tribunal;Apreciable;9.3;PC;Bethesda Softwork;Rol;;15 de noviembre de 2002;0.0
1301;Freaky Creatures;Apreciable;5.3;PC;Abandon Interactiv;Estrategia;;Por determinar en Españ;0.0
1302;Royal Quest;Apreciable;7.9;PC;Katauri;Rol;;2012;0.0
1303;Kung Fu Hustl;Apreciable;6.8;PC;Sony;Acción;;3º cuarto de 2007;0.0
1304;Blameless;Apreciable;6.5;PC;Vaclav Hudec;Aventura;1;13 de octubre de 2016;0.0
1305;Onechanbara Z2: Chaos;Apreciable;7.0;PC;Tamsoft;Acción;1;1 de junio de 2016;0.0
1306;Age of Wushu;Apreciable;7.4;PC;Snail Gam;Rol;Masivo;1 de febrero de 2013;0.0
1307;Jade Dynasty;Apreciable;8.6;PC;Perfect W;Rol;;2010;0.0
1308;Just Cause 3 - Bavarium Sea Heist;Apreciable;8.5;PC;Avalanche Studi;Acción;1;18 de agosto de 2016;0.0
1309;Aquatic Tales;Apreciable;5.9;PC;Gameinvest;Otros;;Por determinar en Españ;0.0
1310;Light;Apreciable;7.1;PC;Just a Pix;Otros;;14 de julio de 2014;0.0
1311;Twin Sect;Apreciable;9.1;PC;nS Development;Acción;;Por determinar en España;0.0
1312;Faith and a 45;Apreciable;6.2;PC;ine Gam;Acción;;2009;0.0
1313;Scarygirl;Apreciable;8.8;PC;TikGam;Acción;Cooperativo;1º trimestre de 2012;0.0
1314;w World Order v1.42;Apreciable;6.7;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1315;Jamestown;Apreciable;8.0;PC;Final Form Gam;Acción;Multijugador;8 de junio de 2011;0.0
1316;Two Brothers;Apreciable;8.2;PC;Ackk Studi;Rol;;2013;0.0
1317;Metal Drift;Apreciable;5.6;PC;Black Jacket;Conducción;Masivo;22 de octubre de 2009;0.0
1318;Power Rangers: Super Legends;Apreciable;6.3;PC;A2M;Acción;;30 de noviembre de 2007;26.95
1319;Sleeping Dogs - Maestro Dragón;Apreciable;9.3;PC;United Front Gam;Acción;1;15 de noviembre de 2012;0.0
1320;HeartZ;Apreciable;7.0;PC;Upper Byt;Acción;Multijugador;8 de junio de 2016;0.0
1321;Theseis;Apreciable;6.2;PC;Track 7;Aventura;;Por determinar en Españ;0.0
1322;Dreadlin;Apreciable;8.0;PC;Eerie Can;Rol;;Agosto de 2013;0.0
1323;Red Ocean;Apreciable;6.3;PC;Collision Studi;Acción;;7 de septiembre de 2007;0.0
1324;Ibb and O;Apreciable;8.6;PC;Sparpw;Otros;;26 de mayo de 2014;0.0
1325;HordeZ;Apreciable;8.0;PC;Zenz VR;Acción;Cooperativo;29 de abril de 2016;0.0
1326;Pyroblaz;Apreciable;5.6;PC;Eipix;Conducción;;2009;0.0
1327;Phantasy Star Online: Blue Burst;Apreciable;7.1;PC;Sonic Team;Rol;;29 de julio de 2005;0.0
1328;MicroVolts;Apreciable;8.8;PC;Rock Hipp;Acción;;Por determinar en Españ;0.0
1329;The Ball;Apreciable;6.7;PC;Toltec Studi;Otros;;26 de octubre de 2010;0.0
1330;Back to Gaya;Apreciable;6.6;PC;4HEAD Studi;Acción;;30 de mayo de 2006;0.0
1331;Sudden Attack;Apreciable;5.6;PC;Gamehi;Acción;;17 de septiembre de 2009;0.0
1332;Black Sails;Apreciable;9.5;PC;Astragon;Aventura;;Por determinar en España;0.0
1333;Core Blaz;Apreciable;8.9;PC;Gamania Digit;Rol;Masivo;2011;0.0
1334;Red Faction 2;Apreciable;8.6;PC;Volition;Acción;;6 de junio de 2003;0.0
1335;The Bureau - Hangar 6 R&D;Apreciable;9.5;PC;2K Marin;Acción;1;20 de noviembre de 2013;0.0
1336;Under Night In-Birth EXE: Lat;Apreciable;0.0;PC;French B;Acción;Cooperativo;16 de julio de 2016;0.0
1337;Day One: Garry's Incident;Apreciable;4.5;PC;Wild Games Studi;Acción;1;25 de septiembre de 2013;0.0
1338;Darkout;Apreciable;8.2;PC;Allgraph;Acción;1;4 de diciembre de 2013;0.0
1339;Carnivores: Cityscap;Apreciable;6.8;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1340;Trine 2: Complete Collection;Apreciable;9.6;PC;Frozenbyt;Otros;Multijugador;21 de febrero de 2013;0.0
1341;CellFactor: Revolution;Apreciable;6.4;PC;Artificial Studi;Acción;;8 de mayo de 2007;0.0
1342;Fi;Apreciable;8.1;PC;ic Entertainment;Otros;1;9 de abril de 2015;0.0
1343;Dragon Soul;Apreciable;7.8;PC;Giant Interactiv;Rol;Masivo;2011;0.0
1344;Urban Rac;Apreciable;5.4;PC;10tacle Studi;Deportes;;Por determinar en Españ;0.0
1345;Toriko: Gourmet Survival;Apreciable;8.9;PC;Gunstar Studi;Acción;;Por determinar en España2011;0.0
1346;Kreed;Apreciable;6.9;PC;Robot Entertainment;Acción;;5 de noviembre de 2003;0.0
1347;Jet Car Stunts;Apreciable;6.8;PC;Grip Gam;Conducción;;1 de mayo de 2014;0.0
1348;Battlefield Hardline: R;Apreciable;9.5;PC;Visceral Gam;Acción;Multijugador;16 de septiembre de 2015;0.0
1349;Dead Hord;Apreciable;3.0;PC;nS Development;Acción;Cooperativo;27 de julio de 2011;0.0
1350;Blade Kitten;Apreciable;6.3;PC;Krome Studi;Acción;1;22 de septiembre de 2010;0.0
1351;Secret Weapons Over Normandy;Apreciable;6.4;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1352;PayDay: The Wolf Pack;Apreciable;8.8;PC;Overkill Softw;Acción;Multijugador;1 de agosto de 2012;0.0
1353;BlazBlue: Chrono Phantasma Extend;Apreciable;9.6;PC;Arc System Work;Acción;;2 de marzo de 2016;0.0
1354;AC: Revelations - Mediterrán;Apreciable;8.3;PC;Ubisoft Mont;Acción;Masivo;24 de enero de 2012;0.0
1355;Ascend: Hand of Kul;Apreciable;8.5;PC;Signal Studi;Acción;Multijugador;2014;0.0
1356;Chernobyl: Terrorist Attack;Apreciable;5.0;PC;Gunstar Studi;Acción;;Por determinar en España;0.0
1357;Dragon Age: Origins - Darkspawn;Apreciable;7.6;PC;BioW;Rol;1;18 de mayo de 2010;0.0
1358;Lineage Eternal: Twilight Resistanc;Apreciable;9.5;PC;NCsoft;Rol;Masivo;Por determinar en Españ;0.0
1359;Dragon Age: Golems of Amgarrak;Apreciable;7.6;PC;BioW;Rol;1;10 de agosto de 2010;0.0
1360;Clan of Champions;Apreciable;7.9;PC;Acqui;Acción;Multijugador;30 de noviembre de 2012;0.0
1361;A Stroke of Fat;Apreciable;7.2;PC;Ak;Aventura;1;11 de marzo de 2010;0.0
1362;Alicema;Apreciable;7.0;PC;Miwashib;Aventura;1;22 de noviembre de 2016;0.0
1363;Earache Extreme Racing;Apreciable;6.7;PC;ta Design Interactiv;Conducción;;Por determinar en España;0.0
1364;LoveKami: Divinity Stag;Apreciable;7.0;PC;MoeNov;Aventura;1;16 de diciembre de 2016;0.0
1365;King of Clubs;Apreciable;6.5;PC;Oxygen Interactiv;Deportes;;20 de julio de 2007;19.95
1366;Scrap Garden;Apreciable;0.0;PC;Egidijus Bachur y Alexey Davydov;Acción;1;6 de mayo de 2016;0.0
1367;EverQuest II: Rise of Kunark;Apreciable;6.3;PC;Sony;Rol;Masivo;4º trimestre de 2008;0.0
1368;Raindrop;Apreciable;9.1;PC;Raindrop Studi;Acción;1;24 de julio de 2015;0.0
1369;The Legend of Kyrandia: Book 3 - Malcolm's Reveng;Apreciable;9.5;PC;Westwood Studi;Aventura;;18 de noviembre de 1994;0.0
1370;Tangiers;Apreciable;7.6;PC;Andalusian Gam;Acción;1;Por determinar en Españ;0.0
1371;ScourgeBring;Apreciable;9.0;PC;Flying Oak Gam;Acción;1;21 de octubre de 2020;0.0
1372;Planet Explorers;Apreciable;8.9;PC;Pathea Gam;Rol;;Por determinar en Españ;0.0
1373;Graahl: Of Feather and Grit;Apreciable;0.0;PC;Swing Swing Submarin;Estrategia;Multijugador;Por determinar en Españ;0.0
1374;Warhammer Fantasy Battles (nombre provisional);Apreciable;0.0;PC;Eko Softw;Acción;;Por determinar en Españ;0.0
1375;verwinter Nights: Hordes of the Underdark;Apreciable;8.7;PC;BioW;Rol;;26 de marzo de 2004;0.0
1376;Hyposph;Apreciable;4.0;PC;Atum Softw;Otros;1;5 de mayo de 2016;0.0
1377;The Amazing Eternals;Apreciable;9.2;PC;igital Extrem;Acción;;Por determinar en Españ;0.0
1378;DokeV;Apreciable;7.8;PC;Pearl Aby;Rol;Multijugador;Por determinar en Españ;0.0
1379;Waddle H;Apreciable;6.0;PC;Archiact;Otros;1;7 de julio de 2016;0.0
1380;Morphies Law;Apreciable;0.0;PC;Cosmoscop;Acción;Masivo;Por determinar en España;0.0
1381;Runeyana: City of Alteos;Apreciable;7.0;PC;Blackturn;Rol;1;Por determinar en Españ;0.0
1382;Secrets of Rætikon;Apreciable;9.3;PC;Broken Ru;Acción;1;2014;0.0
1383;Luna;Apreciable;0.0;PC;Funomena Gam;Aventura;1;17 de octubre de 2017;0.0
1384;Crusader Kings III;Apreciable;8.0;PC;Paradox Interactiv;Estrategia;1;1 de septiembre de 2020;49.99
1385;n Ch;Apreciable;8.0;PC;10ton;Acción;1;28 de abril de 2016;0.0
1386;Paper Beast;Apreciable;6.0;PC;Pixel Reef;Otros;1;24 de julio de 2020;0.0
1387;Black Death;Apreciable;8.6;PC;_001;Acción;;Por determinar en Españ;0.0
1388;Splot;Apreciable;9.7;PC;Frozenbyt;Otros;;Por determinar en Españ;0.0
1389;SnipZ;Apreciable;8.5;PC;Nicolas Bern;Acción;1;Por determinar en Españ;0.0
1390;Megabyte Punch;Apreciable;8.9;PC;Team Repti;Acción;Multijugador;6 de agosto de 2013;0.0
1391;From Shadows;Apreciable;0.0;PC;Revolt and Reb;Acción;Cooperativo;28 de febrero de 2017;0.0
1392;Upside-Down Dimensions;Apreciable;0.0;PC;Hydra Interactiv;Acción;;Por determinar en Españ;0.0
1393;Darkened Sky;Apreciable;6.8;PC;Robot Entertainment;Acción;;Por determinar en España;0.0
1394;Grey Phobia;Apreciable;8.0;PC;Blackturn;Acción;;Por determinar en España;0.0
1395;The Book of Unwritten Tales 2;Apreciable;9.6;PC;King Art Gam;Aventura;1;Por determinar en España;0.0
1396;Wave of Darkness;Apreciable;9.0;PC;matrix;Rol;1;Por determinar en Españ;0.0
1397;Lost Sea;Apreciable;6.2;PC;Eastasiasoft;Acción;1;5 de julio de 2016;0.0
1398;Fragmented;Apreciable;8.7;PC;AB-TECH;Acción;Competitivo;Por determinar en Españ;0.0
1399;Gunscap;Apreciable;7.7;PC;Blowfish Studi;Acción;Multijugador;2 de marzo de 2016;0.0
1400;Double Cross;Apreciable;0.0;PC;13AM Gam;Acción;1;10 de enero de 2019;0.0
1401;Gateways;Apreciable;8.5;PC;Smudged Cat Gam;Acción;;Por determinar en Españ;0.0
1402;0x10c;Apreciable;8.8;PC;Mojang;Acción;;Cancelad;0.0
1403;Kova;Apreciable;0.0;PC;Black Hive Medi;Acción;1;4º trimestre de 2017;0.0
1404;Two Worlds 3;Apreciable;9.5;PC;Reality Pump;Rol;;Por determinar en Españ;0.0
1405;In Fear I Trust;Apreciable;6.3;PC;Black Wing Foundation;Aventura;1;22 de septiembre de 2016;0.0
1406;Dogolrax;Apreciable;0.0;PC;Team Shuriken;Aventura;1;24 de febrero de 2017;0.0
1407;Tank;Apreciable;0.0;PC;Mighty Toast;Otros;Multijugador;6 de junio de 2016;0.0
1408;Diesel Guns;Apreciable;7.5;PC;Intenzibne LLC;Conducción;Competitivo;22 de septiembre de 2016Juego con acceso anticipad;0.0
1409;Blade & Bones;Apreciable;4.4;PC;Coffee Addict Studi;Acción;1;22 de noviembre de 2016;0.0
1410;Stephen's Sausage Roll;Apreciable;8.0;PC;increpare gam;Otros;1;18 de abril de 2016;0.0
1411;Knee Deep;Apreciable;0.0;PC;Prologue Gam;Aventura;1;6 de julio de 2015;0.0
1412;Pathologic Classic HD;Apreciable;7.3;PC;Ice-Pick Lodg;Aventura;1;29 de octubre de 2015;0.0
1413;Keep Talking and Nobody Explodes;Apreciable;6.4;PC;Steel Crate Gam;Otros;Cooperativo;8 de octubre de 2015;0.0
1414;Sylvio 2;Apreciable;0.0;PC;Apostroph;Acción;1;11 de octubre de 2017;0.0
1415;The King's Bird;Apreciable;7.0;PC;Serenity Forg;Acción;1;23 de agosto de 2018;0.0
1416;Phoning H;Apreciable;9.3;PC;ION LANDS;Acción;1;7 de febrero de 2017;0.0
1417;Anthem of Roses;Apreciable;0.0;PC;4Pillows Interactiv;Acción;1;1º trimestre de 2018;0.0
1418;Titan;Apreciable;8.7;PC;Blizz;Rol;Masivo;Cancelad;0.0
1419;CrossFi;Apreciable;5.2;PC;Starbreez;Acción;;2019;0.0
1420;"""Nombre:I";Apreciable;4.5;PC;Kenny Roy;Acción;;21 de febrero de 2018;0.0
1421;Small Radios Big Televisions;Apreciable;5.5;PC;Fire Face Corporation;Aventura;1;8 de noviembre de 2016;0.0
1422;Shadow Puppet;Apreciable;0.0;PC;Sarepta Studi;Acción;Cooperativo;29 de septiembre de 2014;0.0
1423;Shattered Horizon;Apreciable;7.1;PC;Futuremark;Acción;;4 de noviembre de 2009;0.0
1424;Warmong;Apreciable;6.7;PC;NetDevi;Acción;;2007;0.0
1425;Lemony Snicket's A Series of Unfortunate Events;Apreciable;6.8;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1426;Hyper Ja;Apreciable;9.3;PC;Bit Dragon;Acción;Multijugador;12 de febrero de 2019;0.0
1427;Space Scaven;Apreciable;7.0;PC;Moon Pub Gam;Otros;1;8 de abril de 2016;0.0
1428;"""Nombre:El buen";Apreciable;6.8;PC;Bits Studi;Acción;;Por determinar en Españ;0.0
1429;Battle of the Immortals;Apreciable;8.8;PC;Perfect W;Rol;;16 de abril de 2010;0.0
1430;Grav;Apreciable;8.4;PC;Broken Window;Acción;1;2015;0.0
1431;phil's Fall;Apreciable;4.5;PC;Exordium Gam;Acción;1;Por determinar en Españ;0.0
1432;Clicker Guild;Apreciable;0.0;PC;Fox Dawn;Rol;1;16 de diciembre de 2016;0.0
1433;Star Vikings;Apreciable;8.0;PC;Rogue Snai;Otros;1;6 de octubre de 2016;0.0
1434;The Chant;Apreciable;8.0;PC;Bross Token;Acción;1;3 de noviembre de 2022;0.0
1435;Heavy Bullets;Apreciable;9.0;PC;Terri Vellmann & Doseon;Acción;1;18 de septiembre de 2014;0.0
1436;Dark Thron;Apreciable;7.0;PC;Marcin Mikołajczyk;Acción;1;20 de febrero de 2017;0.0
1437;World of On;Apreciable;0.0;PC;Grimwood Team;Acción;1;8 de junio de 2017;0.0
1438;Dead Secret;Apreciable;6.5;PC;Robot Inv;Aventura;;30 de enero de 2016;0.0
1439;Perry Rhodan;Apreciable;5.4;PC;Brain Gam;Aventura;;2008;0.0
1440;Dome City;Apreciable;8.0;PC;Overon Station;Acción;;2017;0.0
1441;Mirage: Arcane Warfa;Apreciable;6.0;PC;Torn Banner Studi;Acción;Multijugador;23 de mayo de 2017;0.0
1442;Blue Sheep;Apreciable;1.0;PC;Noetic Gam;Acción;1;31 de marzo de 2016;0.0
1443;Ship of Fools;Apreciable;0.0;PC;Fika Production;Rol;Cooperativo;Por determinar en España;0.0
1444;SEUM: Speedrunners from Hell;Apreciable;5.5;PC;Pine Studi;Acción;1;28 de julio de 2016;0.0
1445;Is Defens;Apreciable;8.2;PC;tructive Creation;Acción;1;3º trimestre de 2016;0.0
1446;Amju Super Golf 1.0;Apreciable;6.5;PC;Robot Entertainment;Deportes;;Por determinar en Españ;0.0
1447;Oh...Sir! The Hollywood Roast;Apreciable;0.0;PC;Vile Monarch;Estrategia;Cooperativo;31 de mayo de 2017;0.0
1448;Max Payne 3: Justicia Local;Apreciable;5.7;PC;RockStar Gam;Acción;Cooperativo;9 de agosto de 2012;0.0
1449;The Grandfath;Apreciable;7.0;PC;MPR ART Hallucinations y David Szymanski;Otros;1;3 de mayo de 2016;0.0
1450;Steel Saviou;Apreciable;6.6;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1451;Inazuma Eleven Onlin;Apreciable;8.6;PC;Level 5;Rol;;Por determinar en Españ;0.0
1452;EPΘCH;Apreciable;0.0;PC;Nick Everlith;Acción;Cooperativo;18 de mayo de 2016;0.0
1453;Octav;Apreciable;7.5;PC;Anate Studi;Aventura;1;18 de octubre de 2016;0.0
1454;Warstone TD;Apreciable;0.0;PC;Battlecruiser Gam;Estrategia;Competitivo;Febrero de 2017;0.0
1455;On Rusty Trails;Apreciable;0.0;PC;Black Pant;Acción;1;13 de junio de 2016;0.0
1456;Inferno Cli;Apreciable;8.0;PC;Arc System Work;Rol;1;8 de septiembre de 2016;0.0
1457;Seraph;Apreciable;9.0;PC;bit;Acción;1;20 de septiembre de 2016;0.0
1458;Offworld Trading Company;Apreciable;8.9;PC;Mohawk Gam;Estrategia;1;27 de febrero de 2020;0.0
1459;Songbring;Apreciable;0.0;PC;Wizard Fu Gam;Rol;Cooperativo;1 de septiembre de 2017;0.0
1460;WinThatWar!;Apreciable;3.3;PC;Insane Unity;Estrategia;Multijugador;Por determinar en Españ;0.0
1461;Contra Anniversary Collection;Apreciable;0.0;PC;Konami;Acción;;11 de junio de 2019;0.0
1462;Memories of a Fisherman;Apreciable;8.2;PC;Gunstar Studi;Acción;1;Por determinar en Españ;0.0
1463;Ys I Ii Chronicles Plus;Apreciable;9.7;PC;Falcom;Rol;1;14 de febrero de 2013;0.0
1464;Maz;Apreciable;2.0;PC;ChairKilling;Rol;1;3 de marzo de 2017;0.0
