;Nombre;Popularidad;Valoración;Plataforma;Desarrollador;Género;Jugadores;Lanzamiento;Precio
840;Darksiders II - Demon Lord Belial;Apreciable;9.2;PC;Vigil Gam;Acción;1;4 de diciembre de 2012;0.0
841;Yar´s Reveng;Apreciable;6.4;PC;KillSpace Entertainment;Acción;Cooperativo;29 de abril de 2011;0.0
842;AirStrike II: Gulf Thund;Apreciable;6.4;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
843;Journey of a Roach;Apreciable;6.1;PC;Koboldgam;Aventura;1;4 de noviembre de 2013;0.0
844;Fiesta Onlin;Apreciable;7.1;PC;Ons On Soft;Rol;Masivo;19 de marzo de 2010;0.0
845;Ragnarok Online 2;Apreciable;8.0;PC;Gravity;Rol;Masivo;2013;0.0
846;Melancholy Republic;Apreciable;8.0;PC;Cloud Runner Studi;Rol;1;9 de septiembre de 2016;0.0
847;Saint's Row: Money Shot;Apreciable;7.2;PC;THQ Digital Phoenix;Acción;;13 de febrero de 2012;0.0
848;Drawn: The Painted Tow;Apreciable;8.4;PC;Big Fish;Aventura;1;20 de enero de 2010;0.0
849;Free Running;Apreciable;6.6;PC;Rebellion;Deportes;;2009;0.0
850;Borderlands 2 - Sir Hammerlock;Apreciable;9.5;PC;Gearbox;Acción;Multijugador;15 de abril de 2014;0.0
851;Craft of Gods;Apreciable;4.8;PC;Cyberdemon;Rol;Masivo;27 de mayo de 2010;0.0
852;Lucha Fury;Apreciable;4.6;PC;Punchers Impact;Acción;;2010;0.0
853;Pro Wrestling X;Apreciable;8.2;PC;Wrestling Gamers Unit;Acción;;2014;0.0
854;Billy Blade and the Templ;Apreciable;6.2;PC;Iridon Interactiv;Acción;;29 de septiembre de 2005;0.0
855;Garshasp: The Monster Slay;Apreciable;7.2;PC; Mag;Acción;1;9 de mayo de 2011;0.0
856;Dawn of Magic II;Apreciable;6.3;PC;Kalyp;Rol;;18 de septiembre de 2009;0.0
857;The Second Guest;Apreciable;8.3;PC;Twice Effect;Aventura;;28 de octubre de 2011;0.0
858;Fallen Earth;Apreciable;7.0;PC;Desarrollador:Fallen Earth;Rol;Masivo;15 de septiembre de 2009;0.0
859;Dragon Age: Warden's Keep;Apreciable;6.3;PC;BioW;Rol;;5 de noviembre de 2009;0.0
860;Los Inmortales;Apreciable;8.0;PC;Eidos Interactiv;Acción;;Cancelad;0.0
861;Avadon: The Black Fortress;Apreciable;5.1;PC;Spiderweb Softw;Rol;1;17 de agosto de 2011;0.0
862;Titanfall - Frontier's Edg;Apreciable;9.2;PC;Respawn Entertainment;Acción;Masivo;31 de julio de 2014;0.0
863;arnia: El Príncipe Caspian;Apreciable;8.2;PC;Traveller's T;Acción;;20 de junio de 2008;19.99
864;Dragon Age: The Stone Prison;Apreciable;8.8;PC;BioW;Rol;;5 de noviembre de 2009;0.0
865;Crysis (free-to-play);Apreciable;9.4;PC;Crytek;Acción;;Por determinar en Españ;0.0
866;Dragon Age II: La Marca del Asesin;Apreciable;8.0;PC;BioW;Rol;1;11 de octubre de 2011;0.0
867;R.I.P.D. The Ga;Apreciable;5.2;PC;Old School Gam;Acción;Cooperativo;17 de julio de 2013;0.0
868;Sleep Tight;Apreciable;8.0;PC;We Are Fuzzy;Acción;1;26 de julio de 2018;0.0
869;Actual Sunlight;Apreciable;8.0;PC;Will O'Nei;Aventura;1;3 de abril de 2014;0.0
870;Blue Mars;Apreciable;5.8;PC;B-Aliv;Rol;;4º trimestre de 2008;0.0
871;Project Lif;Apreciable;9.5;PC;Land Ho!;Acción;1;Por determinar en Españ;0.0
872;Forged by Chaos;Apreciable;5.8;PC;Panzar Studi;Rol;;Por determinar en Españ;0.0
873;Runes of Magic: Chapter IV;Apreciable;7.5;PC;Runewak;Rol;Masivo;16 de junio de 2011;0.0
874;Good Robot;Apreciable;7.0;PC;Pyrodacty;Acción;1;5 de abril de 2016;0.0
875;Way of the Red;Apreciable;0.0;PC;Corey Hardman;Acción;1;15 de noviembre de 2016;0.0
876;Dream Cha;Apreciable;8.6;PC;Microi;Aventura;1;24 de octubre de 2013;0.0
877;Super Monday Night Combat;Apreciable;9.3;PC;Uber Entertainment;Acción;Masivo;Por determinar en Españ;0.0
878;Flinthook;Apreciable;5.2;PC;Tribute Gam;Acción;1;Por determinar en Españ;0.0
879;FigureHeads;Apreciable;9.2;PC;Square Enix;Acción;;4º trimestre de 2015;0.0
880;Clov;Apreciable;6.2;PC;Binary Tw;Aventura;1;Por determinar en Españ;0.0
881;Inexplicable Deaths in Damipolis;Apreciable;0.0;PC;TieSoft;Aventura;1;2018;0.0
882;Mercs Inc;Apreciable;5.9;PC;EA LA;Acción;;Por determinar en Españ;0.0
883;Chip's Challenge 2;Apreciable;6.8;PC;Niffler Lt;Otros;1;28 de mayo de 2015;0.0
884;Wallace & Gromit Episodio 4;Apreciable;5.2;PC;Telltale Gam;Aventura;1;Julio de 2009;0.0
885;Road Not Taken;Apreciable;7.5;PC;Spryfox;Otros;1;5 de agosto de 2014;0.0
886;GunZ: The Second Duel;Apreciable;9.0;PC;MAIET Entertainment;Rol;Masivo;Por determinar en Españ;0.0
887;Kung Fu Supersta;Apreciable;8.5;PC;Kinesthetic Gam;Acción;;Por determinar en Españ;0.0
888;Chambara;Apreciable;0.0;PC;Chamb;Acción;Multijugador;2016;0.0
889;Savage: The Battle for Newerth;Apreciable;6.6;PC;S2 Gam;Acción;;17 de noviembre de 2003;0.0
890;Just Deserts;Apreciable;7.5;PC;Vifth F;Aventura;1;11 de julio de 2016;0.0
891;DGU: Death God University;Apreciable;7.0;PC;SK Studi;Acción;1;15 de julio de 2015;0.0
892;Resin;Apreciable;8.0;PC;inb;Acción;1;11 de noviembre de 2016;0.0
893;Hover Junkers;Apreciable;0.0;PC;Stress Level Z;Acción;Multijugador;5 de abril de 2016;0.0
894;Battlecursed;Apreciable;8.0;PC;Codex W;Rol;1;Por determinar en Españ;0.0
895;Obsidian Legacy;Apreciable;5.0;PC;Black Tow;Rol;Multijugador;Por determinar en Españ;0.0
896;Mines of Mars;Apreciable;7.0;PC;Wickey W;Acción;;2016;0.0
897;Hive: Altenum Wars;Apreciable;7.2;PC;Catness Game Studi;Acción;Masivo;8 de septiembre de 2017Juego con acceso anticipad;0.0
898;WarpForc;Apreciable;5.2;PC;Artix Entertainment LLC;Rol;;Julio de 2009;0.0
899;Mega Man X8;Apreciable;6.3;PC;Capcom;Acción;;12 de mayo de 2006;0.0
900;Antih;Apreciable;0.0;PC;HFM Gam;Acción;1;29 de julio de 2016;0.0
901;Max Payne 3: Painful Memories;Apreciable;9.0;PC;RockStar Gam;Acción;Masivo;4 de diciembre de 2012;0.0
902;Worlds;Apreciable;6.4;PC;Curious Planet;Acción;1;1 de marzo de 2016;0.0
903;Totemori;Apreciable;0.0;PC;Schrolab;Otros;Multijugador;10 de febrero de 2017;0.0
904;Three Kingdoms;Apreciable;5.1;PC;G-rex Soft;Rol;Masivo;2009;0.0
905;Izl;Apreciable;9.7;PC;Area Effect;Rol;;2016;0.0
906;Fatal;Apreciable;6.7;PC;Tale of T;Aventura;;Por determinar en Españ;0.0
907;A Good Snowman Is Hard To Build;Apreciable;5.6;PC;Desarrollador:Alan Hazelden ;Otros;1;25 de febrero de 2015;0.0
908;Dungeon Hunter 5;Apreciable;9.0;PC;Gameloft;Rol;;12 de marzo de 2015;0.0
909;The Forest;Apreciable;9.0;PC;Endnight Gam;Acción;Multijugador;30 de abril de 2018;0.0
910;iten;Apreciable;7.2;PC;nald Macdon;Aventura;1;4º trimestre de 2016;0.0
911;Homebound;Apreciable;8.5;PC;Quix;Aventura;1;16 de febrero de 2017;0.0
912;Mass Exodus;Apreciable;8.0;PC;Polym;Acción;Competitivo;Primera mitad de 2017;0.0
913;Fantasy Earth: The Ring of Dominion;Apreciable;6.7;PC;Square Enix;Rol;;Por determinar en Españ;0.0
914;Bliss Island;Apreciable;6.5;PC;Pompom Gam;Otros;;Julio de 2006;0.0
915;Unearthed Inc: The Lost Templ;Apreciable;6.0;PC;Glo Inc;Aventura;1;16 de diciembre de 2016;0.0
916;Moving Hazard;Apreciable;9.0;PC;Illfonic;Acción;Multijugador;3º cuarto de 2016;0.0
917;EVE Online: Quantum Ris;Apreciable;5.4;PC;CCP;Rol;;18 de noviembre de 2008;0.0
918;Dual C;Apreciable;0.0;PC;Gray Fin Studi;Acción;Multijugador;26 de mayo de 2016;0.0
919;Meteos Onlin;Apreciable;6.4;PC;Q Entertainment;Otros;;Por determinar en Españ;0.0
920;Everything;Apreciable;0.0;PC;vid OReilly;Aventura;1;21 de abril de 2017;0.0
921;Zheros;Apreciable;8.0;PC;Rimlight Studi;Acción;Cooperativo;15 de febrero de 2016;0.0
922;inMomentu;Apreciable;8.6;PC;igital Arrow;Acción;;31 de octubre de 2011;0.0
923;Max Stern;Apreciable;9.0;PC;Lupan Artiom Oleg;Acción;1;21 de octubre de 2016;0.0
924;Where Are My Friends?;Apreciable;0.0;PC;Beard Games Studi;Acción;1;10 de octubre de 2017;0.0
925;Black Prophecy;Apreciable;6.4;PC;Reakktor Medi;Rol;Masivo;21 de marzo de 2011;0.0
926;Slavistan;Apreciable;0.0;PC;Free Candy Gam;Acción;1;29 de julio de 2016;0.0
927;Rising Islands;Apreciable;7.0;PC;Lone Hero Studi;Acción;1;2 de agosto de 2016;0.0
928;Life of Pixel;Apreciable;0.0;PC;Super Icon;Acción;1;22 de octubre de 2014;0.0
929;The Secret Monster Society;Apreciable;0.0;PC;ceptive Games Ltd.;Otros;1;28 de julio de 2016;0.0
930;Pocket Rumbl;Apreciable;5.0;PC;Chucklefish;Acción;Cooperativo;1 de febrero de 2016;0.0
931;Voodoo Vince: Remastered;Apreciable;7.4;PC;Beep Gam;Otros;1;18 de abril de 2017;0.0
932;Exogenesis;Apreciable;9.5;PC;Kwan;Otros;1;Por determinar en Españ;0.0
933;28 Waves Lat;Apreciable;0.0;PC;gestan Technology;Acción;1;30 de septiembre de 2016;0.0
934;Rigonauts;Apreciable;7.0;PC;Engient;Estrategia;;Segunda mitad de 2012;0.0
935;Devil's Third Onlin;Apreciable;8.8;PC;Valhalla Game Studi;Acción;Competitivo;Por determinar en España;0.0
936;itroplus Blasterz: Heroines Infinite Duel;Apreciable;0.0;PC;Desarrollador:Nitroplus Co.;Acción;;8 de diciembre de 2016;0.0
937;Super Rocket Shootout;Apreciable;8.0;PC;Oddly Shaped Pix;Acción;Multijugador;14 de julio de 2017;0.0
938;Worst Case Z;Apreciable;5.5;PC;Burian Media Enterpri;Acción;1;15 de abril de 2016;0.0
939;The Elder Scrolls Online: High Isl;Apreciable;8.3;PC;ZeniMax Online Studi;Rol;Multijugador;6 de junio de 2022;0.0
940;Skools Out;Apreciable;6.5;PC;Robot Entertainment;Aventura;;Por determinar en Españ;0.0
941;Fragment;Apreciable;7.7;PC;Gunstar Studi;Acción;;Por determinar en Españ;0.0
942;Fight Me Bro!;Apreciable;6.0;PC;Ascension Interactive Medi;Acción;Cooperativo;Noviembre de 2016;0.0
943;Filthy Luc;Apreciable;7.7;PC;Fabrik Gam;Acción;Cooperativo;12 de diciembre de 2016;0.0
944;Slayaway Camp;Apreciable;8.0;PC;Blue Wizard Digit;Otros;1;25 de octubre de 2016;0.0
945;Super Red-Hot H;Apreciable;6.0;PC;StrangeLight Gam;Acción;1;Por determinar en Españ;0.0
946;Contract J.A.C.K.;Apreciable;6.5;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
947;DiscSt;Apreciable;8.0;PC;XMPT Gam;Acción;Multijugador;14 de agosto de 2015;0.0
948;Penny Arcade Adventures: Episode Fou;Apreciable;1.0;PC;Zeboyd Gam;Rol;;2013;0.0
949;Total Dark;Apreciable;0.0;PC;The Chinese Room;Rol;;2017;0.0
950;Escape Doodland;Apreciable;9.5;PC;FlukyMachin;Acción;1;30 de noviembre de 2018;0.0
951;Office Freakout;Apreciable;9.0;PC;Hollow Robot;Acción;1;27 de septiembre de 2016;0.0
952;Black Legion;Apreciable;8.5;PC;Crate Entertainment;Rol;;Por determinar en Españ;0.0
953;Butch;Apreciable;0.0;PC;Transhuman Design;Acción;1;5 de octubre de 2016;0.0
954;Zombie Estate 2;Apreciable;0.0;PC;Sad Spaghetti Entertainment;Acción;Cooperativo;13 de enero de 2017;0.0
955;The Signal From Tölva;Apreciable;7.0;PC;Big Robot;Acción;1;10 de abril de 2017;0.0
956;WinKings;Apreciable;7.0;PC;Lemon;Acción;Multijugador;28 de octubre de 2016;0.0
957;The Dream Machin;Apreciable;9.3;PC;Cockroach Inc.;Aventura;1;10 de diciembre de 2010;0.0
958;ABOVE;Apreciable;9.0;PC;Mighty Moth;Acción;1;1º trimestre de 2019;0.0
959;Mahjong Tales: Ancient Wisd;Apreciable;4.7;PC;Creat Studi;Otros;Cooperativo;2007;0.0
960;Wild Unknown;Apreciable;0.0;PC;Joe Sanson;Aventura;;6 de marzo de 2017;0.0
961;Treasure Island;Apreciable;6.2;PC;Radon Lab;Aventura;1;17 de septiembre de 2009;0.0
962;Rage against the Zombies;Apreciable;7.0;PC;3Ddu;Acción;1;19 de enero de 2017;0.0
963;Disembodied;Apreciable;8.0;PC;Berlin By Ten;Acción;;2019;0.0
964;The First Descendant;Apreciable;0.0;PC;NAT Gam;Acción;;Por determinar en Españ;0.0
965;Cid the Dummy;Apreciable;5.3;PC;Twelve Gam;Acción;1;2009;0.0
966;SHINRAI - Broken Beyond Despai;Apreciable;0.0;PC;Gosatsu Visual Nov;Aventura;1;26 de agosto de 2016;0.0
967;The Secret Order 4: Beyond Ti;Apreciable;7.5;PC;Sunward Gam;Aventura;1;22 de septiembre de 2016;0.0
968;Embrion: The Big Question;Apreciable;9.5;PC;Brainsi;Aventura;;Por determinar en Españ;0.0
969;WorldTrap Dungeon;Apreciable;8.0;PC;Crunching K;Rol;;Por determinar en Españ;0.0
970;Renowned Explorers;Apreciable;6.7;PC;Abbey Gam;Aventura;1;Por determinar en Españ;0.0
971;Behind the Memory;Apreciable;6.0;PC;GuraShop;Aventura;1;25 de noviembre de 2016;0.0
972;Cooperation;Apreciable;7.0;PC;22 Can;Otros;;Por determinar en Españ;0.0
973;Super Cane Magic ZERO;Apreciable;8.0;PC;Studio Evi;Rol;Cooperativo;Por determinar en Españ;0.0
974;ko Navy;Apreciable;0.0;PC;thMofuMofu;Acción;1;14 de junio de 2017;0.0
975;Dark Shores;Apreciable;1.0;PC;LABS Gam;Acción;1;13 de febrero de 2017;0.0
976;Riverbond;Apreciable;9.0;PC;Cococucumb;Acción;Multijugador;9 de junio de 2019;0.0
977;The Weaponographis;Apreciable;8.0;PC;Puub;Acción;1;29 de abril de 2015;0.0
978;Ittle Dew;Apreciable;8.0;PC;Ludosity;Acción;1;23 de julio de 2013;0.0
979;Rocketbirds 2: Evolution!;Apreciable;8.5;PC;Ratloop;Acción;Multijugador;26 de enero de 2017;0.0
980;Fallout: New Vegas - Dead Money;Apreciable;8.8;PC;Obsidian;Rol;1;22 de febrero de 2011;0.0
981;Tinertia;Apreciable;0.0;PC;Desarrollador:Candescent Gam;Acción;;3 de septiembre de 2015;0.0
982;Vostok Inc.;Apreciable;0.0;PC;Nosebleed Interactiv;Acción;1;26 de julio de 2017;0.0
983;ir Onlin;Apreciable;7.4;PC;igitalic;Rol;;Por determinar en Españ;0.0
984;Birdcakes;Apreciable;0.0;PC;Green Lava Studi;Acción;1;29 de mayo de 2018;0.0
985;Calendula;Apreciable;9.0;PC;Blooming Buds Studi;Aventura;1;2 de febrero de 2016;0.0
986;The Infectious Madness of Doctor Dekk;Apreciable;0.0;PC;'Avekki Studi;Aventura;1;19 de mayo de 2017;0.0
987;Security Hol;Apreciable;8.0;PC;AnRaE;Otros;1;28 de septiembre de 2016;0.0
988;The Devil’s Men;Apreciable;7.2;PC;ic Entertainment;Aventura;1;2015;0.0
989;The Masterplan;Apreciable;8.0;PC;Shark Punch;Acción;;Por determinar en Españ;0.0
990;Cola;Apreciable;0.0;PC;Pixel Federation;Otros;1;15 de diciembre de 2016;0.0
991;Biosupremacy;Apreciable;0.0;PC;kPolygon Gam;Rol;1;9 de marzo de 2017;0.0
992;Campfire: One of us is the kill;Apreciable;4.0;PC;Abstractive Work;Otros;Competitivo;16 de noviembre de 2016;0.0
993;Zombasit;Apreciable;0.0;PC;Soldak Entertainment;Rol;Cooperativo;1º trimestre de 2015;0.0
994;Professor Lup;Apreciable;9.0;PC;BeautiFun Gam;Acción;1;11 de julio de 2019;0.0
995;Murderous Pursuits;Apreciable;9.5;PC;Blazing Griffin Ltd.;Acción;Masivo;31 de marzo de 2018;0.0
996;Zwei: The Ilvard Insurrection;Apreciable;8.0;PC;Falcom;Rol;1;3º trimestre de 2017;0.0
997;Battle Chef Brigad;Apreciable;9.3;PC;Trinket Studi;Acción;1;3º trimestre de 2017;0.0
998;Warpball;Apreciable;0.0;PC;Unruly Attraction;Deportes;Multijugador;2 de agosto de 2017;0.0
999;Trek to Yomi;Apreciable;7.5;PC;Desarrollador:Leonard Menchiari;Acción;1;5 de mayo de 2022;0.0
1000;Trinity Onlin;Apreciable;5.0;PC;Robot Entertainment;Rol;Masivo;Por determinar en Españ;0.0
1001;Psycho-Pass;Apreciable;9.5;PC;Mag;Aventura;1;24 de abril de 2017;0.0
1002;Bitardia;Apreciable;8.0;PC;varlamov5264;Acción;1;2016;0.0
1003;Ion;Apreciable;0.0;PC;Improbab;Aventura;;Por determinar en Españ;0.0
1004;n City Riders;Apreciable;8.2;PC;Mecha Studi;Acción;1;Por determinar en Españ;0.0
1005;Dispatch;Apreciable;7.8;PC;CivilSavag;Acción;Cooperativo;12 de noviembre de 2015;0.0
1006;Mega Man 3;Apreciable;6.7;PC;Capcom;Acción;1;Por determinar en España;0.0
1007;L.A.W.;Apreciable;5.1;PC;Nitrogen;Rol;Masivo;Por determinar en Españ;0.0
1008;WarRock;Apreciable;7.5;PC;m Execution;Acción;;7 de febrero de 2007;0.0
1009;Quot;Apreciable;8.0;PC;Vindit;Rol;1;Por determinar en Españ;0.0
1010;The Crossing;Apreciable;6.4;PC;Arkane Studi;Acción;;Cancelad;0.0
1011;Blood Alloy: Reborn;Apreciable;7.7;PC;Suppressive Fire Gam;Acción;1;2 de marzo de 2016;0.0
1012;StarFlint: The Blackhole Prophecy;Apreciable;9.3;PC;Stunmason Gam;Aventura;1;Por determinar en Españ;0.0
1013;aught Reawakening;Apreciable;4.5;PC;WildSph;Acción;1;10 de septiembre de 2015;0.0
1014;Spyjinx;Apreciable;6.3;PC;Chair Entertainment;Rol;;2016;0.0
1015;Mad Max;Apreciable;8.8;PC;Avalanche Studi;Acción;1;4 de septiembre de 2015;19.99
1016;Mech Skeleton;Apreciable;0.0;PC;Heavy Kick Gam;Acción;1;22 de marzo de 2017;0.0
1017;Hiveswap;Apreciable;7.8;PC;What Pumpkin Studi;Aventura;;Por determinar en Españ;0.0
1018;Code 7;Apreciable;0.0;PC;Goodwolf Studi;Aventura;1;2017;0.0
1019;Z;Apreciable;7.8;PC;Moonbite Gam;Acción;;2014;0.0
1020;Brunhilda and the Dark Crystal;Apreciable;6.8;PC;Codeminion;Aventura;;Por determinar en Españ;0.0
1021;airi;Apreciable;8.5;PC;Home Bear Studi;Aventura;1;Marzo de 2017;0.0
1022;At Sundown;Apreciable;0.0;PC;Mild Beast Gam;Acción;Multijugador;2018;0.0
1023;Into the Belly of the Beast;Apreciable;8.5;PC;Lucky Brogram;Acción;1;22 de junio de 2016;0.0
1024;Cemetery Warrior 3;Apreciable;0.0;PC;Falcow;Acción;1;13 de enero de 2017;0.0
1025;Soul Capt;Apreciable;9.7;PC;Gamania Digit;Rol;;Por determinar en Españ;0.0
1026;Strania: The Stella Machina;Apreciable;0.0;PC;G.rev Ltd.;Acción;Cooperativo;24 de noviembre de 2015;0.0
1027;Angry Birds Seasons;Apreciable;7.4;PC;Rovi;Otros;;20 de octubre de 2010;0.0
1028;Vairon's Wrath;Apreciable;0.0;PC;Myoubouh Corp;Acción;1;27 de mayo de 2016;0.0
1029;Crimson Room Decad;Apreciable;6.2;PC;m Holdings y TAKAGISM Inc.;Aventura;1;10 de junio de 2016;0.0
1030;Flyhunter Origins;Apreciable;8.5;PC;Steel Wool Gam;Acción;1;10 de diciembre de 2014;0.0
1031;Grotesque: Heroes Hunted;Apreciable;6.7;PC;Schanz Internation;Rol;;2007;0.0
1032;Gone with the Demon;Apreciable;7.0;PC;Boy and Witch Studi;Acción;1;Por determinar en Españ;0.0
1033;The Graveyard;Apreciable;6.0;PC;Tale of T;Aventura;1;9 de marzo de 2009;0.0
1034;Toejam & Earl: Back in the Groov;Apreciable;9.4;PC;Adult Swim Gam;Acción;Multijugador;1 de marzo de 2019;0.0
1035;Blowhards;Apreciable;0.0;PC;Babloon Studi;Acción;Multijugador;28 de febrero de 2017;0.0
1036;Hounds: The Last Hop;Apreciable;9.0;PC;Netmarb;Acción;Multijugador;27 de enero de 2016;0.0
1037;Deadlock;Apreciable;8.0;PC;FE;Acción;;Por determinar en Españ;0.0
1038;Half Minute Hero: The Second;Apreciable;7.5;PC;OPUS;Rol;;4 de abril de 2014;0.0
1039;ct;Apreciable;6.2;PC;C3SK;Acción;;22 de octubre de 2015;0.0
1040;Serious Sam: Tormental;Apreciable;8.0;PC;Desarrollador:Gungroun;Acción;Cooperativo;8 de abril de 2022;0.0
1041;Streamlin;Apreciable;6.3;PC;Proletariat;Acción;Masivo;1 de octubre de 2016;0.0
1042;Quadrilateral Cowboy;Apreciable;9.3;PC;Blendo Gam;Otros;1;25 de julio de 2016;0.0
1043;Magical x Spiral;Apreciable;5.0;PC;Broken Desk;Acción;1;20 de diciembre de 2016;0.0
1044;Dynasty Warriors BB;Apreciable;7.0;PC;Koei;Acción;;Por determinar en Españ;0.0
1045;Master Reboot;Apreciable;7.6;PC;Wales Interactiv;Aventura;1;29 de octubre de 2013;0.0
1046;Warlocks;Apreciable;4.0;PC;Frozen District;Rol;Multijugador;Por determinar en Españ;0.0
1047;Jazon and the Dead;Apreciable;8.0;PC;2nd Studi;Aventura;1;Por determinar en Españ;0.0
1048;Super Daryl Delux;Apreciable;9.0;PC;n & Gary Gam;Rol;1;10 de abril de 2018;0.0
1049;Devil Whiskey;Apreciable;6.8;PC;Robot Entertainment;Rol;;Por determinar en Españ;0.0
1050;Rekoil;Apreciable;5.3;PC;Plastic Piranh;Acción;Masivo;28 de enero de 2014;0.0
1051;Diablo IV;Apreciable;7.9;PC;Blizz;Rol;;2023;64.95
1052;Phantom Halls;Apreciable;7.8;PC;Incendium LLC;Aventura;1;31 de octubre de 2018;0.0
1053;Starseed Pilgri;Apreciable;7.8;PC;qen's Gam;Otros;1;16 de abril de 2013;0.0
1054;Roche Fusion;Apreciable;3.0;PC;mulw;Acción;Cooperativo;23 de enero de 2015;0.0
1055;To Leav;Apreciable;8.7;PC;Freaky Creation;Acción;1;Por determinar en Españ;0.0
1056;Children of Colossus;Apreciable;7.0;PC;Colossus Interactiv;Acción;1;16 de diciembre de 2016;0.0
1057;Forg;Apreciable;8.6;PC;k Vale Gam;Rol;Masivo;4 de diciembre de 2012;0.0
1058;Blink;Apreciable;0.0;PC;nextReality Gam;Aventura;1;10 de marzo de 2017;0.0
1059;Ittle Dew 2;Apreciable;0.0;PC;Ludosity;Acción;1;15 de noviembre de 2016;0.0
1060;Freesky Onlin;Apreciable;5.6;PC;IGG;Estrategia;;Por determinar en Españ;0.0
1061;Beyond-Human;Apreciable;9.0;PC;mino99;Acción;1;2018;0.0
1062;Legend;Apreciable;8.0;PC;Gunstar Studi;Acción;Cooperativo;2 de abril de 1994;0.0
1063;Travers;Apreciable;7.7;PC;Gatling Goat Studi;Aventura;1;9 de julio de 2015;0.0
1064;Ascend;Apreciable;0.0;PC;GameChanger Studi;Acción;Cooperativo;17 de marzo de 2017;0.0
1065;Origen;Apreciable;8.5;PC;Gunstar Studi;Acción;;Por determinar en Españ;0.0
1066;Multiwinia;Apreciable;5.8;PC;Introversion;Estrategia;;3º trimestre de 2008;0.0
1067;Geneforge 1 - Mutagen;Apreciable;0.0;PC;Spiderweb Softw;Rol;1;24 de febrero de 2022;0.0
1068;Corto Maltese: Secrets of Venic;Apreciable;9.7;PC;Lexis Numériqu;Aventura;1;4 de diciembre de 2014;0.0
1069;Galactic Bowling;Apreciable;7.0;PC;Perpetual FX;Deportes;;19 de septiembre de 2008;0.0
1070;Azure Striker Gunvolt;Apreciable;8.0;PC;Inti-Creat;Acción;1;28 de agosto de 2015;0.0
1071;Storm VR;Apreciable;9.7;PC;Starbreez;Acción;;2017;0.0
1072;Downward;Apreciable;6.7;PC;Caracal Games Studi;Acción;;Por determinar en Españ;0.0
1073;Survived By;Apreciable;9.0;PC;Human Head Studi;Rol;Masivo;Por determinar en Españ;0.0
1074;They Hunger: Lost Souls;Apreciable;7.0;PC;Black Widow Gam;Acción;;Por determinar en Españ;0.0
1075;Battle Mages;Apreciable;6.6;PC;Robot Entertainment;Rol;;31 de marzo de 2004;0.0
1076;Pantheon: Rise of the Fallen;Apreciable;9.0;PC;Brad McQuai;Rol;;2016;0.0
1077;Cloning Clyd;Apreciable;9.3;PC;Gunstar Studi;Acción;;15 de marzo de 2011;0.0
1078;Eventide 2: The Sorcerer's Mi;Apreciable;7.0;PC;The House of Fab;Aventura;1;13 de octubre de 2016;0.0
1079;Lithium: Inmate 39;Apreciable;0.0;PC;CanuArt;Acción;1;25 de octubre de 2016;0.0
1080;A Golden Wak;Apreciable;7.3;PC;Wadjet Eye Gam;Aventura;1;9 de octubre de 2014;0.0
1081;Dying Reborn;Apreciable;0.0;PC;NEKCOM;Otros;1;11 de enero de 2018;0.0
1082;Showdown: Scorpion;Apreciable;6.4;PC;B-Cool Interactiv;Acción;;Por determinar en Españ;0.0
1083;Reign of Thund;Apreciable;7.7;PC;y 1 Studi;Acción;;Por determinar en Españ;0.0
1084;Sketch Tales;Apreciable;9.7;PC;8D studi;Rol;;Por determinar en Españ;0.0
1085;Snowflake's Chanc;Apreciable;0.0;PC;CarlMorganArt;Acción;1;16 de marzo de 2017;0.0
1086;EverQuest II: Destiny of Velious;Apreciable;9.6;PC;Sony Online Entertainment;Rol;Masivo;23 de febrero de 2011;0.0
1087;Winifred;Apreciable;5.2;PC;FREETIVE;Rol;;Por determinar en Españ;0.0
1088;Saints Row Gangstas en el Espaci;Apreciable;8.9;PC;Volition;Acción;Cooperativo;2012;0.0
1089;Clockwork;Apreciable;0.0;PC;Gamesoft;Acción;1;10 de octubre de 2016;0.0
1090;Duke Grabowski;Apreciable;5.7;PC;Autumn Moon;Aventura;1;6 de octubre de 2016;0.0
1091;Mooncrest;Apreciable;0.0;PC;Knight May;Rol;1;Por determinar en Españ;0.0
1092;Gear Up;Apreciable;9.0;PC;ctor Entertainment;Acción;Masivo;28 de enero de 2015;0.0
1093;Demon's Crystals;Apreciable;9.0;PC;Byte4Gam;Acción;Multijugador;21 de abril de 2016;0.0
